17618,Vocus Communications,Sydney,2022-07-07T23:45:04.755856Z,0.09300349122585627,17.145,50709855.04284516,29785756.42932812,,60.242.240.241
12492,Telstra,Sydney,2022-07-08T00:15:05.389265Z,0.09300349122585627,15.397,39589061.83291076,29551650.13286851,,60.242.240.241
16329,Telstra,Gold Coast,2022-07-08T00:45:04.811766Z,672.249174478991,27.864,46448480.1198557,29274244.0933261,,60.242.240.241
45129,TasmaNet Pty Ltd,Brisbane,2022-07-08T01:15:04.842755Z,731.1593984178228,28.618,50823178.63669452,30107100.68148692,,60.242.240.241
45129,TasmaNet Pty Ltd,Brisbane,2022-07-08T01:45:05.456883Z,731.1593984178228,28.061,56551584.95762826,30030178.747585285,,60.242.240.241
45129,TasmaNet Pty Ltd,Brisbane,2022-07-08T02:15:04.926345Z,731.1593984178228,28.31,56409343.23509951,30270908.019711856,,60.242.240.241
45129,TasmaNet Pty Ltd,Brisbane,2022-07-08T02:45:04.966321Z,731.1593984178228,28.666,55983855.9475084,29997101.93458643,,60.242.240.241
12493,Telstra,Brisbane,2022-07-08T03:15:05.600514Z,731.1593984178228,28.565,51319449.05908954,30211875.87846518,,60.242.240.241
3505,Vodafone Hutchison Australia (NN),Sydney,2022-07-08T03:45:05.033531Z,0.09300349122585627,15.819,51188841.07382702,30310827.974510334,,60.242.240.241
3505,Vodafone Hutchison Australia (NN),Sydney,2022-07-08T04:15:05.068794Z,0.09300349122585627,15.976,56511438.514855586,30019781.342104465,,60.242.240.241
30430,Network Solutions Group,Sydney,2022-07-08T04:45:05.257616Z,0.09300349122585627,16.24,56578154.78240645,29531905.064079616,,60.242.240.241
3505,Vodafone Hutchison Australia (NN),Sydney,2022-07-08T05:15:05.140911Z,0.09300349122585627,16.458,52722139.735724345,27594594.215893302,,60.242.240.241
30430,Network Solutions Group,Sydney,2022-07-08T05:45:05.207708Z,0.09300349122585627,17.183,52344550.58039822,25694926.203102343,,60.242.240.241
5744,Digital Pacific,Sydney,2022-07-08T06:15:05.811345Z,0.09300349122585627,16.357,56469427.35517495,24345901.553820483,,60.242.240.241
39108,Servers Australia,Sydney,2022-07-08T06:45:05.403889Z,0.09300349122585627,15.811,56248840.31602311,30075596.548596498,,60.242.240.241
36157,GigaComm Pty Ltd,Sydney,2022-07-08T07:15:05.307635Z,0.09300349122585627,16.329,56485677.961720355,30389471.810321677,,60.242.240.241
39108,Servers Australia,Sydney,2022-07-08T07:45:05.934632Z,0.09300349122585627,16.155,56481662.37879111,30293861.30849191,,60.242.240.241
46372,Rackdog,Sydney,2022-07-08T08:15:05.388628Z,0.09300349122585627,17.399,56869611.00759435,30017549.681789804,,60.242.240.241
39108,Servers Australia,Sydney,2022-07-08T08:45:05.451193Z,0.09300349122585627,16.564,56771473.83170891,30307918.513419654,,60.242.240.241
39108,Servers Australia,Sydney,2022-07-08T09:15:05.636656Z,0.09300349122585627,16.355,55345392.40937245,30270685.12369445,,60.242.240.241
36157,GigaComm Pty Ltd,Sydney,2022-07-08T09:45:05.509608Z,0.09300349122585627,16.47,54231333.18462614,30346285.55684379,,60.242.240.241
3505,Vodafone Hutchison Australia (NN),Sydney,2022-07-08T10:15:05.612910Z,0.09300349122585627,16.195,56724781.04499368,30239487.262016468,,60.242.240.241
3505,Vodafone Hutchison Australia (NN),Sydney,2022-07-08T10:45:06.146677Z,0.09300349122585627,16.248,56886971.80420956,30313064.570632044,,60.242.240.241
36157,GigaComm Pty Ltd,Sydney,2022-07-08T11:15:04.623811Z,0.09300349122585627,15.986,53833870.45544593,30211960.486906454,,60.242.240.241
3505,Vodafone Hutchison Australia (NN),Sydney,2022-07-08T11:45:04.668415Z,0.09300349122585627,16.078,56845430.059828,29158650.530013524,,60.242.240.241
3505,Vodafone Hutchison Australia (NN),Sydney,2022-07-08T12:15:05.310331Z,0.09300349122585627,16.675,56587013.6737842,29367289.193036802,,60.242.240.241
36157,GigaComm Pty Ltd,Sydney,2022-07-08T12:45:04.746825Z,0.09300349122585627,16.487,56690961.71092053,30433026.501948502,,60.242.240.241
30430,Network Solutions Group,Sydney,2022-07-08T13:15:04.806549Z,0.09300349122585627,16.523,56801893.66997527,30273877.21101697,,60.242.240.241
39585,blueAPACHE,Sydney,2022-07-08T13:45:05.400984Z,0.09300349122585627,16.894,56226798.12126002,30614050.3807608,,60.242.240.241
30430,Network Solutions Group,Sydney,2022-07-08T14:15:04.906489Z,0.09300349122585627,16.497,56805217.23195208,30348777.34770956,,60.242.240.241
39585,blueAPACHE,Sydney,2022-07-08T14:45:04.897765Z,0.09300349122585627,16.88,57381765.569380604,23587535.895149663,,60.242.240.241
36157,GigaComm Pty Ltd,Sydney,2022-07-08T15:15:05.567961Z,0.09300349122585627,16.281,56872192.240008436,30063528.702470247,,60.242.240.241
3234,Vodafone Hutchison Australia (EK),Sydney,2022-07-08T15:45:05.003307Z,0.09300349122585627,16.446,56687031.5294769,30345377.005554587,,60.242.240.241
12492,Telstra,Sydney,2022-07-08T16:15:05.036827Z,0.09300349122585627,16.211,51652284.473994054,30357657.470543038,,60.242.240.241
12492,Telstra,Sydney,2022-07-08T16:45:05.660866Z,0.09300349122585627,15.368,52049845.92342828,30324456.112589914,,60.242.240.241
3234,Vodafone Hutchison Australia (EK),Sydney,2022-07-08T17:15:05.114090Z,0.09300349122585627,16.073,56786701.42545234,30180270.166959092,,60.242.240.241
12492,Telstra,Sydney,2022-07-08T17:45:05.155564Z,0.09300349122585627,16.121,41139082.60288335,23765155.51796257,,60.242.240.241
12492,Telstra,Sydney,2022-07-08T18:15:05.883605Z,0.09300349122585627,16.13,46683261.15601887,30050863.502067167,,60.242.240.241
